county_fips,County,BENES_TOTAL_CNT,PQI03_DBTS_AGE_LT_65,PQI05_COPD_ASTHMA_AGE_40_64,PQI15_ASTHMA_AGE_LT_40
51127,New Kent,6186,,,
51700,Newport News City,32709,,,
51710,Norfolk City,37612,,,
51131,Northampton,4285,,,
51133,Northumberland,5143,,,
51720,Norton City,1174,,,
51135,Nottoway,3877,,,
51137,Orange,10256,,,
51139,Page,6733,,,
51141,Patrick,5798,,,
51730,Petersburg City,8003,,,
51143,Pittsylvania,17606,,,
51735,Poquoson City,2863,,,
51740,Portsmouth City,19940,,,
51145,Powhatan,7328,,,
51147,Prince Edward,5273,,,
51149,Prince George,7022,,,
51153,Prince William,61729,,,
51155,Pulaski,9625,,,
51750,Radford City,2457,,,
51157,Rappahannock,2226,,,
51159,Richmond,2159,,,
51760,Richmond City,36550,,,
51161,Roanoke,26102,,,
51770,Roanoke City,22594,,,
51163,Rockbridge,6858,,,
51165,Rockingham,20053,,,
51167,Russell,8346,,,
51775,Salem City,6806,,,
51169,Scott,7057,,,
51171,Shenandoah,11884,,,
51173,Smyth,8968,,,
51175,Southampton,4391,,,
51177,Spotsylvania,26426,,,
51179,Stafford,22231,,,
51790,Staunton City,7083,,,
51800,Suffolk City,19881,,,
51181,Surry,1955,,,
51183,Sussex,2713,,,
51185,Tazewell,12387,,,
51000,UNKNOWN,*,,,
51810,Virginia Beach City,85485,,,
51187,Warren,9453,,,
51191,Washington,16434,,,
51820,Waynesboro City,5751,,,
51193,Westmoreland,5848,,,
51830,Williamsburg City,2968,,,
51840,Winchester City,5979,,,
51195,Wise,11034,,,
51197,Wythe,8581,,,
51199,York,14080,,,
78010,St. Croix,10428,,,
78020,St. John,979,,,
78030,St. Thomas,10194,,,
78000,UNKNOWN,*,,,
50001,Addison,10040,,,
50003,Bennington,11093,,,
50005,Caledonia,8525,,,
50007,Chittenden,34978,,,
50009,Essex,2045,,,
50011,Franklin,11673,,,
50013,Grand Isle,2408,,,
50015,Lamoille,6208,,,
50017,Orange,8474,,,
50019,Orleans,8322,,,
50021,Rutland,18583,,,
50000,UNKNOWN,*,,,
50023,Washington,15718,,,
50025,Windham,13406,,,
50027,Windsor,17573,,,
53001,Adams,2855,,,
53003,Asotin,6994,,,
53005,Benton,41265,,,
53007,Chelan,19934,,,
53009,Clallam,29857,,,
53011,Clark,104646,,,
53013,Columbia,1392,,,
53015,Cowlitz,29119,,,
53017,Douglas,9299,,,
53019,Ferry,2585,,,
53021,Franklin,12454,,,
53023,Garfield,760,,,
53025,Grant,18395,,,
53027,Grays Harbor,22726,,,
53029,Island,26854,,,
53031,Jefferson,15211,,,
53033,King,360123,,,
53035,Kitsap,65052,,,
53037,Kittitas,10427,,,
53039,Klickitat,7035,,,
53041,Lewis,23346,,,
53043,Lincoln,3670,,,
53045,Mason,19988,,,
53047,Okanogan,12279,,,
53049,Pacific,9367,,,
53051,Pend Oreille,4667,,,
53053,Pierce,172698,,,
53055,San Juan,6854,,,
53057,Skagit,35660,,,
53059,Skamania,3109,,,
53061,Snohomish,148686,,,
53063,Spokane,120347,,,
53065,Stevens,14744,,,
53067,Thurston,69347,,,
53000,UNKNOWN,*,,,
53069,Wahkiakum,1783,,,
53071,Walla Walla,14954,,,
53073,Whatcom,53566,,,
53075,Whitman,6931,,,
53077,Yakima,46968,,,
55001,Adams,7887,,,
55003,Ashland,4408,,,
55005,Barron,13403,,,
55007,Bayfield,5912,,,
55009,Brown,55036,,,
55011,Buffalo,3679,,,
55013,Burnett,6171,,,
55015,Calumet,10190,,,
55017,Chippewa,16151,,,
55019,Clark,7727,,,
55021,Columbia,14630,,,
55023,Crawford,4749,,,
55025,Dane,102356,,,
55027,Dodge,20794,,,
55029,Door,11171,,,
55031,Douglas,11421,,,
55033,Dunn,10279,,,
55035,Eau Claire,22506,,,
55037,Florence,1691,,,
55039,Fond du Lac,24606,,,
55041,Forest,2923,,,
55043,Grant,12010,,,
55045,Green,9280,,,
55047,Green Lake,5673,,,
55049,Iowa,6118,,,
55051,Iron,2286,,,
55053,Jackson,5112,,,
55055,Jefferson,19344,,,
55057,Juneau,7271,,,
55059,Kenosha,33759,,,
55061,Kewaunee,5304,,,
55063,La Crosse,26340,,,
55065,Lafayette,3966,,,
55067,Langlade,6267,,,
55069,Lincoln,8502,,,
55071,Manitowoc,22178,,,
55073,Marathon,31325,,,
55075,Marinette,13389,,,
55077,Marquette,5096,,,
55078,Menominee,976,,,
55079,Milwaukee,168053,,,
55081,Monroe,10407,,,
55083,Oconto,10970,,,
55085,Oneida,13387,,,
55087,Outagamie,39492,,,
55089,Ozaukee,23821,,,
55091,Pepin,2331,,,
55093,Pierce,8907,,,
55095,Polk,12674,,,
55097,Portage,16205,,,
55099,Price,4980,,,
55101,Racine,45691,,,
55103,Richland,4840,,,
55105,Rock,37395,,,
55107,Rusk,4505,,,
55111,Sauk,16061,,,
55113,Sawyer,6299,,,
55115,Shawano,10987,,,
55117,Sheboygan,28651,,,
55109,St. Croix,18552,,,
55119,Taylor,4914,,,
55121,Trempealeau,7011,,,
55000,UNKNOWN,*,,,
55123,Vernon,7847,,,
55125,Vilas,9521,,,
55127,Walworth,24791,,,
55129,Washburn,6182,,,
55131,Washington,33072,,,
55133,Waukesha,101379,,,
55135,Waupaca,14638,,,
55137,Waushara,7741,,,
55139,Winnebago,37716,,,
55141,Wood,20251,,,
54001,Barbour,4297,,,
54003,Berkeley,25647,,,
54005,Boone,6139,,,
54007,Braxton,3816,,,
54009,Brooke,6382,,,
54011,Cabell,21666,,,
54013,Calhoun,2129,,,
54015,Clay,2636,,,
54017,Doddridge,1774,,,
54019,Fayette,11834,,,
54021,Gilmer,1595,,,
54023,Grant,3407,,,
54025,Greenbrier,10174,,,
54027,Hampshire,6572,,,
54029,Hancock,8318,,,
54031,Hardy,3859,,,
54033,Harrison,16972,,,
54035,Jackson,7842,,,
54037,Jefferson,12696,,,
54039,Kanawha,48867,,,
54041,Lewis,4437,,,
54043,Lincoln,5580,,,
54045,Logan,9149,,,
54049,Marion,14184,,,
54051,Marshall,8185,,,
54053,Mason,7102,,,
54047,McDowell,5455,,,
54055,Mercer,16960,,,
54057,Mineral,7496,,,
54059,Mingo,6791,,,
54061,Monongalia,16355,,,
54063,Monroe,3942,,,
54065,Morgan,5150,,,
54067,Nicholas,7630,,,
54069,Ohio,11179,,,
54071,Pendleton,2331,,,
54073,Pleasants,1961,,,
54075,Pocahontas,2667,,,
54077,Preston,8537,,,
54079,Putnam,13948,,,
54081,Raleigh,20689,,,
54083,Randolph,7504,,,
54085,Ritchie,2838,,,
54087,Roane,4104,,,
54089,Summers,3726,,,
54091,Taylor,4163,,,
54093,Tucker,2269,,,
54095,Tyler,2317,,,
54000,UNKNOWN,*,,,
54097,Upshur,6404,,,
54099,Wayne,10978,,,
54101,Webster,2641,,,
54103,Wetzel,4254,,,
54105,Wirt,1681,,,
54107,Wood,23409,,,
54109,Wyoming,6088,,,
56001,Albany,6169,,,
56003,Big Horn,3116,,,
56005,Campbell,7586,,,
56007,Carbon,3213,,,
56009,Converse,3126,,,
56011,Crook,1992,,,
56013,Fremont,9657,,,
56015,Goshen,3560,,,
56017,Hot Springs,1592,,,
56019,Johnson,2665,,,
56021,Laramie,21839,,,
56023,Lincoln,4687,,,
56025,Natrona,16932,,,
56027,Niobrara,680,,,
56029,Park,8939,,,
56031,Platte,2697,,,
56033,Sheridan,8829,,,
56035,Sublette,2061,,,
56037,Sweetwater,7606,,,
56039,Teton,4321,,,
56000,UNKNOWN,*,,,
56041,Uinta,4347,,,
56043,Washakie,2209,,,
56045,Weston,1915,,,
